YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Wet	Water	Weather	Clouds	Mid	From	Amount	VisM	Ships	Other
1946-01-03	13	48.48	-147.42			0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0007.JPG	 			48.481	-147.415		315	337	19	29.09	60	53	44	bc	ac sc		315	5	20		
1946-01-03	14	48.48	-147.36			0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0007.JPG	 			48.479	-147.363		326	348	19	29.12	53	47	44	c	sc cu		315	7	20		
1946-01-03	15	48.48	-147.31			0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0007.JPG	 			48.477	-147.31		304	326	24	29.17	52	46	44	c	sc st		315	7	20		
1946-01-03	16	48.48	-147.26			0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0007.JPG	 			48.475	-147.258		304	326	24	29.19	44	42	44	c	sc st		315	7	20		
1946-01-03	17	48.47	-147.21			0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0007.JPG	 			48.473	-147.206		304	326	24	29.21	43	42	44	c	sc st		303.75	9	20		
1946-01-03	18	48.47	-147.15			0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0007.JPG	 			48.471	-147.154		304	326	19	29.23	43	40	44	o	sc ac		292.5	10	20		
1946-01-03	19	48.47	-147.1			0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0007.JPG	 			48.469	-147.102		304	326	19	29.26	42	40	44	bc	sc		292.5	4	20		
1946-01-03	20	48.47	-147.05			0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0007.JPG	 			48 28N	 147 3W		292	314	19	29.27	42	39	44	bc	sc		292.5	4	20		
1946-01-03	21	48.47	-147.02			0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0007.JPG	 			48.468	-147.022		292	314	19	29.30	41	39	44	bc	sc		292.5	5	20		
1946-01-03	22	48.47	-146.99			0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0007.JPG	 			48.469	-146.994		292	314	19	29.32	41	39	44	bc	sc cu		292.5	5	20		
1946-01-03	23	48.47	-146.97			0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0007.JPG	 			48.471	-146.967		292	314	19	29.34	41	39	44	bc	sc cu		292.5	5	20		
1946-01-03	24	48.47	-146.94			0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0007.JPG	 			48.472	-146.939		292	314	24	29.36	42	39	44	bc	sc cu		292.5	5	20		
1946-01-04	1	48.47	-146.91			0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0008.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0008.JPG	 			48.474	-146.911		292	314	37	29.38	42	39	44	bc	sc cu		292.5	4	20		
1946-01-04	2	48.48	-146.88			0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0008.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0008.JPG	 			48.475	-146.883		292	314	37	29.44	42	39	44	c	sc st		292.5	9	20		
1946-01-04	3	48.48	-146.86			0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0008.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0008.JPG	 			48.476	-146.856		292	314	30	29.47	42	39	44	c	sc st		292.5	9	20		
1946-01-04	4	48.48	-146.83			0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0008.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0008.JPG	 			48.478	-146.828		292	314	37	29.50	42	39	44	bc	sc cu		292.5	5	20		
1946-01-04	5	48.48	-146.8			0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0008.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0008.JPG	 			48.479	-146.8		315	337	30	29.52	42	39	44	c	sc st		315	8	20		
1946-01-04	6	48.48	-146.77			0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0008.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0008.JPG	 			48.481	-146.772		292	314	30	29.54	42	38	44	c	sc cu		292.5	9	20		
1946-01-04	7	48.48	-146.74			0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0008.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0008.JPG	 			48.482	-146.744		292	314	30	29.62	42	39	44	c	sc st		292.5	9	20		
1946-01-04	8	48.48	-146.72			0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0008.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0008.JPG	0811: 310pgc and True			48 29N	146 43W		292	314	30	29.62	41	38	44	c	sc st		292.5	9	20		
1946-01-04	9	48.47	-146.72	300		3.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0008.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0008.JPG	0900: 300T			48.474	-146.722	300	292	314	30	29.68	44	41	44	bc	sc cu		292.5	3	20		
1946-01-04	10	48.48	-146.76	300		4.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0008.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0008.JPG	 			48.476	-146.757	300	292	314	30	29.70	44	41	44	bc	sc cu		292.5	5	20		
1946-01-04	11	48.48	-146.8	300		4.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0008.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0008.JPG	 			48.48	-146.795	300	292	314	30	29.73	44	42	44	c p	st ns cu		292.5	8	7		
1946-01-04	12	48.48	-146.83	300		4.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0008.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0008.JPG	 			48 29N	146 50W	300	292	314	30	29.76	44	41	44	c p	sc cu		292.5	6	7		
1946-01-04	13	48.5	-146.87	300		4.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0008.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0008.JPG	 			48.503	-146.865	300	292	314	44	29.78	46	42	44	bc	sc st		292.5	5	20		
1946-01-04	14	48.52	-146.9	300		4.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0008.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0008.JPG	 			48.522	-146.898	300	292	314	37	29.80	46	42	44	bc	sc cu		292.5	5	20		
1946-01-04	15	48.54	-146.93	300		4.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0008.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0008.JPG	 			48.541	-146.93	300	281	303	37	29.84	46	42	44	c	sc cu		281.25	7	20		
1946-01-04	16	48.56	-146.96	300		4.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0008.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0008.JPG	 			48.56	-146.962	300	292	314	37	29.88	46	42	44	c	sc cu		292.5	9	20		
1946-01-04	17	48.58	-146.99	300		4.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0008.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0008.JPG	1756: 290T			48.579	-146.994	300	292	314	37	29.93	46	42	44	c	sc cu		292.5	9	20		
1946-01-04	18	48.59	-147.04	290		4.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0008.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0008.JPG	 			48.586	-147.035	290	292	314	37	29.95	46	42	44	o	st sc		292.5	10	20		
1946-01-04	19	48.59	-147.08	290		4.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0008.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0008.JPG	 			48.593	-147.076	290	315	337	30	29.98	45	42	44	o	st sc		315	10	20		
1946-01-04	20	48.6	-147.12	290		4.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0008.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0008.JPG	 			48 36N	 147 7W	290	315	337	24	29.99	45	42	44	c	st sc		315	9	20		
1946-01-04	21	48.61	-147.18	290		4.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0008.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0008.JPG	 			48.612	-147.18	290	315	337	13	30.01	41	37	44	o	st sc		315	10	7		
1946-01-04	22	48.62	-147.23	290		4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0008.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0008.JPG	2215: 310T			48.622	-147.232	290	315	337	13	30.01	42	38	44	o	st sc		315	10	7		
1946-01-04	23	48.65	-147.27	310		4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0008.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0008.JPG	 			48.652	-147.266	310	281	303	13	30.06	43	39	44	o	st sc		281.25	10	7		
1946-01-04	24	48.69	-147.31	310		4.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0008.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0008.JPG	 			48.689	-147.314	310	281	303	8	30.04	42	39	44	o	st sc		281.25	10	7		
1946-01-05	1	48.73	-147.36	310		4.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0009.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0009.JPG	0123: Drifting			48.726	-147.361	310	338	360	2	30.00	42	39	44	o	st sc		337.5	10	20		
1946-01-05	2	48.76	-147.41	310		4.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0009.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0009.JPG	 			48.763	-147.409	310	101	123	2	30.00	40	37	44	o	st sc		101.25	10	20		
1946-01-05	3	48.75	-147.37			0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0009.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0009.JPG	 			48.75	-147.366		101	123	8	30.00	40	37	44	o	st sc		101.25	10	20		
1946-01-05	4	48.74	-147.32			0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0009.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0009.JPG	 			48.736	-147.323		101	123	8	30.00	40	37	44	o	st sc		101.25	10	20		
1946-01-05	5	48.72	-147.28			0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0009.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0009.JPG	 			48.723	-147.279		101	123	8	29.97	40	37	44	o	st sc		101.25	10	20		
1946-01-05	6	48.71	-147.24			0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0009.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0009.JPG	 			48.71	-147.236		112	134	13	29.90	40	37	44	o	st sc		112.5	10	20		
1946-01-05	7	48.7	-147.19			0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0009.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0009.JPG	 			48.697	-147.193		112	134	24	29.95	40	37	44	od	st sc		112.5	10	20		
1946-01-05	8	48.68	-147.15			0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0009.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0009.JPG	0845: 070T			48 41N	 147 9W		112	134	24	29.91	40	37	44	or	st ns		112.5	10	20		
1946-01-05	9	48.68	-147.17	70		1.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0009.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0009.JPG	 			48.683	-147.174	70	112	134	24	29.76	40	40	44	or	st sc		112.5	10	4		
1946-01-05	10	48.7	-147.13	70		4.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0009.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0009.JPG	 			48.7	-147.126	70	112	134	24	29.71	39	39	44	or	st sc		112.5	10	4		
1946-01-05	11	48.72	-147.08	70		4.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0009.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0009.JPG	 			48.718	-147.078	70	112	134	30	29.64	39	39	44	or	st sc		112.5	10	4		
1946-01-05	12	48.75	-146.97	70		7.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0009.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0009.JPG	 			48 45N	146 58W	70	101	123	30	29.58	37	37	44	o r s	st ns		101.25	10	7		
1946-01-05	13	48.81	-146.79	70		8.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0009.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0009.JPG	 			48.805	-146.786	70	90	112	30	29.48	38	38	44	os	cb		90	10	4		
1946-01-05	14	48.86	-146.61	70		8.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0009.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0009.JPG	 			48.861	-146.605	70	90	112	37	29.39	38	38	44	os	cb		90	10	4		
1946-01-05	15	48.92	-146.42	70		8.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0009.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0009.JPG	 			48.916	-146.424	70	90	112	44	29.28	38	38	44	or	ns cb		90	10	4		
1946-01-05	16	48.97	-146.24	70		8.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0009.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0009.JPG	 			48.971	-146.243	70	90	112	44	29.24	38	38	44	or	ns		90	10	4		
1946-01-05	17	49.03	-146.06	70		8.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0009.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0009.JPG	 			49.026	-146.061	70	90	112	37	29.20	41	40	44	or	ns		90	10	4		
